GEOID,NAME,B01002_001_estimate,B01003_001_estimate,B02001_001_estimate,B02001_003_estimate,med_inc_estimate,B25003_002_estimate,B25003_003_estimate,S1701_C03_001_estimate,B01002_001_moe,B01003_001_moe,B02001_001_moe,B02001_003_moe,med_inc_moe,B25003_002_moe,B25003_003_moe,S1701_C03_001_moe
36047028502,Census Tract 285.02; Kings County; New York,42.4,3451,3451,2473,34659,0,1167,43.8,2.8,483,483,637,27670,13,152,13.4
36047028600,Census Tract 286; Kings County; New York,34,5581,5581,300,45918,143,1740,31.5,2.5,1130,1130,181,4557,99,202,13.3
36047028700,Census Tract 287; Kings County; New York,31.8,3151,3151,1254,58247,163,1101,28.6,6,480,480,351,19818,117,185,14.6
36047028800,Census Tract 288; Kings County; New York,40.5,3150,3150,9,58000,287,809,17.3,5.8,991,991,15,26041,177,115,8.9
36047028900,Census Tract 289; Kings County; New York,35,3678,3678,2257,42456,261,1287,28.4,4.2,766,766,890,24272,136,268,10.4
36047029000,Census Tract 290; Kings County; New York,48.6,3232,3232,0,55545,254,1222,28.5,5.7,355,355,13,15781,80,209,8.7
36047029100,Census Tract 291; Kings County; New York,33.6,3599,3599,2162,101719,335,1078,17.6,2.3,525,525,411,25099,128,155,10.2
36047029200,Census Tract 292; Kings County; New York,42.2,2717,2717,119,45708,230,811,20.6,7.5,319,319,102,13263,58,121,8.3
36047029300,Census Tract 293; Kings County; New York,38.2,3572,3572,2267,52361,323,1140,19,3.7,672,672,638,35453,101,152,9.6
36047029400,Census Tract 294; Kings County; New York,49.5,2587,2587,285,82784,163,504,17.9,5.5,322,322,91,39312,100,123,9.8
36047029500,Census Tract 295; Kings County; New York,37,4198,4198,2424,100750,824,1072,18.4,3.4,779,779,755,27970,146,308,13.5
36047029600,Census Tract 296; Kings County; New York,37.8,6101,6101,107,58407,381,1656,38.1,4.2,960,960,98,12754,161,276,12.2
36047029700,Census Tract 297; Kings County; New York,38.8,4725,4725,3541,86225,886,880,15.9,3.3,649,649,611,19686,165,206,6.9
36047029800,Census Tract 298; Kings County; New York,32.4,4183,4183,124,55214,388,789,29.2,7.9,824,824,186,8555,107,147,12.3
36047029900,Census Tract 299; Kings County; New York,34.9,2578,2578,1451,66989,311,602,35.2,5.4,607,607,495,21850,83,185,14.6
36047030000,Census Tract 300; Kings County; New York,37.1,4283,4283,257,52279,478,836,28,5.5,578,578,229,26178,132,151,10.8
36047030100,Census Tract 301; Kings County; New York,34.2,3172,3172,2231,110938,379,724,22.4,3,654,654,521,51342,119,203,9.1
36047030200,Census Tract 302; Kings County; New York,45,4052,4052,45,83068,646,673,15.3,4.3,609,609,52,25161,102,198,6
36047030300,Census Tract 303; Kings County; New York,40.6,4931,4931,3879,35679,347,1802,29.2,10.3,603,603,620,18730,131,231,8.7
36047030400,Census Tract 304; Kings County; New York,43.8,4150,4150,114,53693,451,1146,23.8,6.4,529,529,116,13238,111,162,8.8
36047030500,Census Tract 305; Kings County; New York,35.4,7457,7457,2534,127313,218,2943,9.5,2,668,668,610,24047,126,234,5.3
36047030600,Census Tract 306; Kings County; New York,48.2,1950,1950,10,55278,416,252,18.2,4.6,357,357,7,14870,103,67,6.9
36047030700,Census Tract 307; Kings County; New York,41.6,6297,6297,4818,42902,468,2597,28.4,4,947,947,856,17643,445,429,11.9
36047030800,Census Tract 308; Kings County; New York,52.2,1905,1905,0,64545,525,205,7.8,8.1,329,329,13,31228,109,69,4.7
36047030900,Census Tract 309; Kings County; New York,30.9,2671,2671,2024,67969,266,655,28.5,3,619,619,520,40338,99,169,12.6
36047031100,Census Tract 311; Kings County; New York,35.9,2825,2825,1893,82726,244,949,19.1,7,529,529,414,15267,114,186,9.5
36047031300,Census Tract 313; Kings County; New York,41.5,5054,5054,3191,98828,453,1746,19.1,7.4,835,835,709,17449,195,457,7.8
36047031401,Census Tract 314.01; Kings County; New York,47.2,5223,5223,38,81643,1007,821,5.7,4,1142,1142,35,25287,199,222,4.5
36047031500,Census Tract 315; Kings County; New York,32.8,5316,5316,2375,88200,349,2115,11.3,2.1,769,769,501,15769,128,204,4.7
36047031701,Census Tract 317.01; Kings County; New York,33.4,4558,4558,2689,104056,377,1207,12.4,3.2,816,816,796,24578,132,272,5.7
36047031702,Census Tract 317.02; Kings County; New York,32.5,3918,3918,1504,107106,490,1123,6.7,1.6,615,615,444,8281,157,170,3.3
36047031900,Census Tract 319; Kings County; New York,38.4,3175,3175,1333,89468,381,871,6.6,6,614,614,410,12025,190,163,4.8
36047032100,Census Tract 321; Kings County; New York,35.2,5168,5168,2626,73949,177,2160,11.9,3.9,854,854,644,18296,119,275,6.3
36047032300,Census Tract 323; Kings County; New York,38.2,3256,3256,2042,72353,325,1217,17.7,3.7,786,786,750,29821,184,146,9.4
36047032500,Census Tract 325; Kings County; New York,32.3,6119,6119,4102,86282,77,2453,22.3,2.7,1128,1128,1112,21247,55,329,10.3
36047032600,Census Tract 326; Kings County; New York,35.5,8110,8110,2859,37183,612,2196,45.3,5.4,1158,1158,687,16078,540,299,10.7
36047032700,Census Tract 327; Kings County; New York,37.3,2687,2687,1513,68611,305,1047,12.7,4,546,546,542,29957,113,163,5.7
36047032800,Census Tract 328; Kings County; New York,47.8,2917,2917,914,45603,528,636,22.2,7,418,418,230,16741,109,187,10.7
36047032900,Census Tract 329; Kings County; New York,32.7,6033,6033,3085,92769,474,1691,18.1,7.2,1530,1530,707,26818,273,196,8.6
36047033000,Census Tract 330; Kings County; New York,38,4774,4774,2282,20329,99,1701,45.8,11.1,972,972,611,3669,66,199,12.9
36047033100,Census Tract 331; Kings County; New York,28.7,4192,4192,2056,48306,301,1366,27.8,3.4,735,735,633,21211,119,281,12.1
36047033300,Census Tract 333; Kings County; New York,26,4802,4802,1044,74115,427,920,22,3,1082,1082,305,25241,126,188,14.5
36047033500,Census Tract 335; Kings County; New York,26.8,3221,3221,1127,80833,404,514,24.6,2.4,454,454,424,29672,93,138,11.6
36047033600,Census Tract 336; Kings County; New York,45.5,5269,5269,314,83833,863,721,12.2,6.6,767,767,217,26992,147,176,5.9
36047033701,Census Tract 337.01; Kings County; New York,32.6,2710,2710,1039,61456,220,696,4.9,5.2,629,629,341,42812,87,188,4.5
36047033702,Census Tract 337.02; Kings County; New York,26.7,1750,1750,282,74318,133,343,40.5,2.4,225,225,114,16639,56,86,21.8
36047033900,Census Tract 339; Kings County; New York,36.4,4816,4816,2666,44947,530,1494,24.9,3.7,532,532,585,30939,178,178,8.2
36047034000,Census Tract 340; Kings County; New York,61.3,2071,2071,776,30194,0,630,41.4,4.7,241,241,231,6649,13,100,11.9
36047034100,Census Tract 341; Kings County; New York,44.1,2991,2991,1943,81116,142,1063,17.7,11.1,436,436,350,40969,92,202,10.1
36047034200,Census Tract 342; Kings County; New York,38.5,6735,6735,2361,20706,165,2667,42,15.3,1336,1336,766,4624,193,189,10.9
36047034300,Census Tract 343; Kings County; New York,38.1,4726,4726,3060,25083,204,1766,45.8,6.3,761,761,541,19587,125,242,13.9
36047034500,Census Tract 345; Kings County; New York,32.6,2661,2661,1438,55774,279,758,15.3,2.7,656,656,443,17127,107,165,10.8
36047034700,Census Tract 347; Kings County; New York,41.6,3312,3312,2145,35992,269,1556,28.2,6.9,429,429,507,13472,145,284,8.7
36047034800,Census Tract 348; Kings County; New York,30.1,2491,2491,233,57750,99,718,17.1,3.9,407,407,148,30889,46,140,7.6
36047034901,Census Tract 349.01; Kings County; New York,39.6,1996,1996,1329,50150,4,766,5.5,13,366,366,537,9573,44,193,7.4
36047034902,Census Tract 349.02; Kings County; New York,33.6,4013,4013,3031,47444,165,1422,20.9,5.9,808,808,793,24474,102,363,8.6
36047035000,Census Tract 350; Kings County; New York,62.9,3154,3154,0,50599,453,1104,15.3,3.1,427,427,13,8424,185,166,6.3
36047035101,Census Tract 351.01; Kings County; New York,29,1885,1885,1504,42429,29,658,26.4,5,488,488,554,13371,31,145,18.6
36047035102,Census Tract 351.02; Kings County; New York,35,3179,3179,1536,41250,150,879,39.5,3.6,784,784,363,24725,114,105,18.5
36047035200,Census Tract 352; Kings County; New York,71.4,1439,1439,281,12110,5,688,53.8,4.8,203,203,135,1675,8,187,12.6
36047035301,Census Tract 353.01; Kings County; New York,31.3,2860,2860,1975,39688,40,1089,34.3,2.2,639,639,509,9439,45,168,13.8
36047035302,Census Tract 353.02; Kings County; New York,33.8,3304,3304,1590,94663,211,776,10.5,1.5,565,565,526,24738,80,163,6.2
36047035400,Census Tract 354; Kings County; New York,58.7,5507,5507,115,56930,1397,1417,13.3,3.1,888,888,151,16723,333,266,5.6
36047035500,Census Tract 355; Kings County; New York,40,5762,5762,3915,54005,40,2063,14.6,4.2,798,798,714,15404,38,222,6.7
36047035601,Census Tract 356.01; Kings County; New York,65.2,2725,2725,28,30450,498,960,18.9,8.5,260,260,29,7161,142,179,7.4
36047035602,Census Tract 356.02; Kings County; New York,50.4,6276,6276,88,57764,1329,1630,10.8,6.3,816,816,113,9187,374,298,6.7
36047035701,Census Tract 357.01; Kings County; New York,34.2,2550,2550,1958,45296,52,962,30.9,2.9,387,387,363,10975,41,179,10
36047035900,Census Tract 359; Kings County; New York,31.9,6127,6127,4328,67264,249,2115,22.6,2.3,691,691,816,15997,179,234,8.3
36047036001,Census Tract 360.01; Kings County; New York,58.6,3108,3108,22,28952,325,1403,32,5.5,363,363,25,5129,92,185,8.9
36047036002,Census Tract 360.02; Kings County; New York,58.5,4321,4321,141,38047,181,2008,26.8,7.2,623,623,166,12415,116,266,7.3
36047036100,Census Tract 361; Kings County; New York,36.5,3025,3025,2208,21398,144,1095,40.1,8.7,514,514,318,2928,107,121,11.9
36047036200,Census Tract 362; Kings County; New York,36.3,3860,3860,103,51768,345,1102,29.6,2.9,703,703,102,19992,133,260,9.5
36047036300,Census Tract 363; Kings County; New York,33.9,5616,5616,4533,34916,411,1756,31.6,2.3,940,940,787,8139,174,261,12
36047036400,Census Tract 364; Kings County; New York,48,2216,2216,22,56682,358,572,15.3,4.6,296,296,24,8812,126,130,6.6
36047036501,Census Tract 365.01; Kings County; New York,39.2,3528,3528,3259,64531,145,1173,21.3,8.2,748,748,723,30506,138,147,9.7
36047036502,Census Tract 365.02; Kings County; New York,24.1,1924,1924,1180,47279,58,476,36.2,4,498,498,494,30811,46,135,15.3
36047036600,Census Tract 366; Kings County; New York,36.7,4146,4146,147,48075,306,937,30.2,5.9,826,826,125,7696,95,129,13.6
36047036700,Census Tract 367; Kings County; New York,32.8,1943,1943,920,66410,306,394,17.3,6,505,505,222,34814,93,155,8.2
36047036900,Census Tract 369; Kings County; New York,33.2,5666,5666,3103,38036,362,2123,29.5,4.5,803,803,631,9043,170,268,9.3
36047037000,Census Tract 370; Kings County; New York,46.1,4184,4184,35,79688,942,460,17.7,5.5,551,551,39,24925,170,114,7.1
36047037100,Census Tract 371; Kings County; New York,32.7,4935,4935,3571,98281,580,1080,12.1,2.3,692,692,856,17034,158,193,7
36047037300,Census Tract 373; Kings County; New York,31.8,5391,5391,3223,71518,427,1480,27.7,4,707,707,652,12915,161,343,10.2
36047037401,Census Tract 374.01; Kings County; New York,37,4602,4602,291,56667,557,1255,16.9,5.4,712,712,223,13854,187,195,7.5
36047037402,Census Tract 374.02; Kings County; New York,44.9,5089,5089,353,57667,395,1717,16,13,825,825,251,20929,160,229,10.8
36047037500,Census Tract 375; Kings County; New York,33.8,3711,3711,2084,80268,297,1223,18.3,3.7,539,539,457,23205,121,149,8.6
36047037700,Census Tract 377; Kings County; New York,34.7,5042,5042,3187,77302,624,1258,20.2,4.7,691,691,788,30759,138,260,7.9
36047037900,Census Tract 379; Kings County; New York,39,4819,4819,4021,49427,545,1065,27.9,5.8,755,755,784,13976,163,182,12.8
36047038100,Census Tract 381; Kings County; New York,36.3,5497,5497,3171,56909,371,2104,23.2,1.7,588,588,639,15453,131,300,6.3
36047038200,Census Tract 382; Kings County; New York,35.8,5599,5599,2724,20908,35,1874,49.6,8,824,824,846,5272,42,249,11.8
36047038300,Census Tract 383; Kings County; New York,35.9,5250,5250,3574,82286,784,1378,19.4,4.4,797,797,668,9519,282,202,6.4
36047038500,Census Tract 385; Kings County; New York,30.6,4701,4701,2769,90275,419,1080,16,3.8,1072,1072,911,13750,152,248,8.1
36047038600,Census Tract 386; Kings County; New York,36,3123,3123,0,90219,444,596,17.5,9.2,705,705,13,27768,103,213,10.3
36047038700,Census Tract 387; Kings County; New York,32.5,4632,4632,2632,76150,848,1081,29.1,3.8,875,875,584,35471,402,182,13.4
36047038800,Census Tract 388; Kings County; New York,36.7,3996,3996,395,76221,463,1151,13.7,9.1,800,800,286,35773,243,203,8.3
36047038900,Census Tract 389; Kings County; New York,32.6,3045,3045,439,83036,324,1009,24.2,4.3,551,551,177,17933,164,151,10.1
36047039000,Census Tract 390; Kings County; New York,33.1,2456,2456,0,78088,493,245,12.4,4.4,414,414,13,17996,88,68,7.5
36047039100,Census Tract 391; Kings County; New York,30,4759,4759,303,96870,89,1966,20.4,1.5,746,746,247,3986,116,273,8.2
36047039200,Census Tract 392; Kings County; New York,32,3351,3351,348,54276,367,812,11.9,3.5,547,547,361,16054,110,247,9.1
36047039300,Census Tract 393; Kings County; New York,29.3,4198,4198,616,98672,255,1276,13.9,1.5,787,787,203,34116,122,168,5.3
36047039400,Census Tract 394; Kings County; New York,34.4,1970,1970,8,50139,300,405,29.8,9.5,389,389,13,22878,81,108,11.1
36047039500,Census Tract 395; Kings County; New York,31.5,3676,3676,1352,52188,361,1475,24.1,1.2,522,522,428,47974,157,338,9.9
36047039600,Census Tract 396; Kings County; New York,40.8,2028,2028,32,82868,323,356,11.8,6.2,396,396,33,21051,105,114,7.3
36047039700,Census Tract 397; Kings County; New York,34.7,3010,3010,1221,79087,339,974,12.1,3.7,682,682,382,23506,122,200,6.9
36047039800,Census Tract 398; Kings County; New York,37.5,3042,3042,0,81078,477,413,14.5,4,573,573,13,11633,167,86,6.9
36047039900,Census Tract 399; Kings County; New York,30.9,4434,4434,1746,61543,351,1355,25.2,2,765,765,643,16484,122,264,7.8
36047040000,Census Tract 400; Kings County; New York,42.8,2656,2656,39,56541,419,485,16.9,7.6,612,612,27,6078,143,124,7.7
36047040100,Census Tract 401; Kings County; New York,34.5,3507,3507,1258,60750,394,869,35.6,3.8,602,602,423,18425,177,126,12.3
36047040200,Census Tract 402; Kings County; New York,41,2702,2702,0,67986,421,420,20.5,7,397,397,13,30863,84,98,11
36047040300,Census Tract 403; Kings County; New York,34.2,4426,4426,2439,86309,498,917,23.7,2.8,611,611,537,12131,154,157,9.2
36047040400,Census Tract 404; Kings County; New York,38.5,2641,2641,39,98482,464,429,11.1,2.2,350,350,37,47647,144,86,5.5
36047040500,Census Tract 405; Kings County; New York,30.5,1516,1516,539,66362,111,516,20.8,4.8,329,329,216,8480,62,126,11.6
36047040600,Census Tract 406; Kings County; New York,36.1,3973,3973,28,75885,382,653,12.4,4.3,621,621,44,7155,90,155,8.2
36047040800,Census Tract 408; Kings County; New York,39.6,3885,3885,0,90000,625,503,21.9,6.9,725,725,13,31401,215,148,13.8
36047040900,Census Tract 409; Kings County; New York,34.1,4068,4068,704,63626,139,1184,30.2,3.9,911,911,341,6037,99,271,15
36047041000,Census Tract 410; Kings County; New York,32.7,1927,1927,13,57000,350,282,16.4,6.7,551,551,21,19821,118,74,14.4
36047041100,Census Tract 411; Kings County; New York,36.4,2925,2925,1024,58377,266,815,21.8,5.1,822,822,445,24489,128,198,10
36047041200,Census Tract 412; Kings County; New York,38.8,3312,3312,0,115714,496,516,22.2,6.3,715,715,13,47446,117,127,13.9
36047041300,Census Tract 413; Kings County; New York,33.4,3664,3664,863,86190,383,991,14.6,6.4,790,790,590,28897,159,202,6.3
36047041401,Census Tract 414.01; Kings County; New York,34.8,1233,1233,56,52750,190,240,26,5.9,295,295,61,11484,71,77,15.9
36047041402,Census Tract 414.02; Kings County; New York,49.1,1963,1963,0,45625,238,508,25.1,12.9,320,320,13,28118,68,152,12.5
36047041500,Census Tract 415; Kings County; New York,34.3,4906,4906,1876,93211,393,1222,20.5,2.2,709,709,625,9283,145,310,8.4
36047041600,Census Tract 416; Kings County; New York,30.6,2248,2248,33,62050,276,478,12.4,10.4,489,489,32,16365,60,133,7.3
36047041700,Census Tract 417; Kings County; New York,36.8,3400,3400,863,31250,146,1233,27.6,7.4,714,714,345,18418,77,184,10.3
36047041800,Census Tract 418; Kings County; New York,27.4,2598,2598,6,53830,220,632,22.8,6.2,541,541,16,18961,63,139,10.8
36047041900,Census Tract 419; Kings County; New York,28.8,3588,3588,1358,62656,117,1101,35.6,3.4,846,846,749,16958,65,129,14.4
36047042000,Census Tract 420; Kings County; New York,28.8,1789,1789,13,82606,223,262,20.1,9.3,316,316,17,17891,50,53,11.6
36047042100,Census Tract 421; Kings County; New York,32,4421,4421,563,97250,260,1485,18.5,2.9,610,610,258,21400,103,275,7.8
36047042200,Census Tract 422; Kings County; New York,32.3,3465,3465,108,67277,426,657,22.2,8.6,567,567,80,27914,212,99,10.2
36047042300,Census Tract 423; Kings County; New York,30.7,4235,4235,482,95506,119,1333,12.7,1.1,644,644,278,13098,68,206,4.5
36047042400,Census Tract 424; Kings County; New York,39.8,3946,3946,8,65278,371,841,22.2,6.8,730,730,12,13076,114,158,10.2
36047042500,Census Tract 425; Kings County; New York,27.9,3460,3460,200,89044,148,939,25,1.8,606,606,140,26318,98,135,13
36047042600,Census Tract 426; Kings County; New York,36.7,4981,4981,31,77500,553,1031,30.1,4.7,860,860,48,30596,195,166,12.6
36047042700,Census Tract 427; Kings County; New York,31.1,4672,4672,315,91750,184,1600,14.4,1.9,558,558,248,12958,88,193,8.5
36047042800,Census Tract 428; Kings County; New York,43.3,3928,3928,40,78807,528,885,9.9,2.9,481,481,39,14499,135,151,5.4
36047042900,Census Tract 429; Kings County; New York,29.3,5159,5159,528,67908,89,1851,26.1,1.3,897,897,338,15009,41,187,12
36047043000,Census Tract 430; Kings County; New York,34.7,3944,3944,5,52652,256,1074,13.1,4.5,579,579,7,12834,91,218,7
36047043100,Census Tract 431; Kings County; New York,30,4065,4065,317,86530,81,1606,7.8,1.7,777,777,279,13275,69,316,4.3
36047043200,Census Tract 432; Kings County; New York,38.2,4350,4350,20,81548,340,1102,16.3,3.1,770,770,37,24132,105,226,8.3
36047043300,Census Tract 433; Kings County; New York,32.3,3455,3455,1110,40000,79,1199,31.8,6.1,732,732,515,19889,86,185,16
36047043400,Census Tract 434; Kings County; New York,40.4,3911,3911,85,60724,387,868,27.2,7.8,714,714,69,31775,84,161,10.9
36047043500,Census Tract 435; Kings County; New York,32.9,4992,4992,798,82967,348,1354,21.3,2.6,757,757,467,30868,129,261,9.3
36047043600,Census Tract 436; Kings County; New York,40.9,4901,4901,49,74197,555,1304,17.7,4.1,891,891,72,23610,275,494,8.6
36047043700,Census Tract 437; Kings County; New York,31.8,5263,5263,591,59643,193,1691,17.4,1.5,1289,1289,335,35000,111,337,7.5
36047043800,Census Tract 438; Kings County; New York,31.9,2670,2670,55,70344,161,762,12.5,4.1,391,391,58,10796,60,143,6.8
36047043900,Census Tract 439; Kings County; New York,39.1,3390,3390,903,71471,413,659,20.4,4.7,642,642,459,35192,131,147,10.5
36047044000,Census Tract 440; Kings County; New York,29.3,2900,2900,67,85000,286,546,20.3,6.2,474,474,58,24684,63,91,7.8
36047044100,Census Tract 441; Kings County; New York,31.9,5391,5391,585,63378,162,1750,28.9,3,968,968,312,14673,93,246,7.9
36047044200,Census Tract 442; Kings County; New York,34.8,2575,2575,9,69722,490,380,19.4,7.7,496,496,6,32266,176,108,10.4
36047044300,Census Tract 443; Kings County; New York,34.3,4470,4470,70,94327,262,1643,18.1,3.1,626,626,83,16494,181,220,8.4
36047044400,Census Tract 444; Kings County; New York,32,3294,3294,199,65500,293,777,26.7,4.4,717,717,260,17627,104,217,15.3
36047044500,Census Tract 445; Kings County; New York,34.3,4335,4335,261,84318,310,1360,21.7,1.4,683,683,182,11204,125,191,8.9
36047044600,Census Tract 446; Kings County; New York,35,1947,1947,27,59464,246,359,11.1,5.9,328,328,29,33426,95,82,5.9
